date_when_checked,time_when_checked,popular/paths,popular/referrers,views,clones
2020-12-11,2020-12-11 11:25:03.415882,[],[],"{'count': 0, 'uniques': 0, 'views': []}","{'count': 0, 'uniques': 0, 'clones': []}"
