date_when_checked,time_when_checked,popular/paths,popular/referrers,views,clones
2020-12-11,2020-12-11 11:47:17.012700,"[{'path': '/beingkk/occupation-classification', 'title': 'GitHub - beingkk/occupation-classification: Alternative occupation classifica...', 'count': 2, 'uniques': 2}, {'path': '/beingkk/occupation-classification/blob/master/task_description.pdf', 'title': 'occupation-classification/task_description.pdf at master · beingkk/occupation...', 'count': 1, 'uniques': 1}]","[{'referrer': 'Google', 'count': 2, 'uniques': 2}]","{'count': 3, 'uniques': 2, 'views': [{'timestamp': '2020-12-07T00:00:00Z', 'count': 3, 'uniques': 2}]}","{'count': 0, 'uniques': 0, 'clones': []}"
